C11|库仑力提供向心力|电子轨道；双粒子绕中点；邻近电荷扰动|先分别标库仑分离距离d与轨道半径r。列kₑ|Qq|/d²=mv²/r。两等质量粒子绕中点时d=2r；重核近似不动时d≈r。|分离距离和轨道半径混淆会带来4倍力误差。|s22_42:2(b)(i)|电力始终与粒子的速度垂直（B1），因此提供向心加速度，使路径弯曲而不改变速率（B1）。这里“电力”是真实相互作用，“向心”是它的作用效果。|The electric force is perpendicular to the velocity and produces centripetal acceleration.
G01|引力定律场强与场线|万有引力；g推导；径向场线；近地匀强近似|先区分力F与每单位质量的场强g。球外用距球心r：F=GMm/r²、g=GM/r²；方向永远指向质量。近地小高度变化才可近似g恒定。|把高度h直接当r，或把g写成取决于测试质量m。|s22_41:1(a)(i)|牛顿引力定律的两个独立比例：力与两点质量之积成正比（B1）；与它们间距平方成反比（B1）。关系适用于点质量，均匀球外可等效为球心点质量。|The force between two point masses is proportional to the product of their masses and inversely proportional to the square of their separation.
G02|多个引力场的叠加与零点|两天体之间；有符号g图像|场强是矢量。先画每个源产生的场向，再带方向相加。零点要求GM₁/x²=GM₂/(d−x)²，不能用引力势相消代替。|零场强不等于零引力势；两正质量的势均为负。|s22_41:1(b)(ii)|零场点的判据有两项：地球和月球产生的场强大小相等（B1），方向相反（B1）。只写“抵消”不如把这两项写全。|The two gravitational fields have equal magnitudes and opposite directions.
G03|引力势的负号与图像|定义；φ与1/r直线；球外φ图；比例|规定无穷远势为零，由引力吸引性判断近处势负。φ=−GM/r；φ对1/r的斜率为−GM。φ是每单位质量能量，不是力。|负值变得不那么负是增加，不是减小。|m24_42:1(a)|零势参考在无穷远（B1）；必须对质量做正功才能将其移到无穷远（B1），所以有限距离处引力势低于零。|Gravitational potential is zero at infinity. Positive work is required to move a mass from the point to infinity.
G04|引力势能与逃逸能量|U=mφ；落体变速；逃逸；已在运动的天体|写初末总能量K+U，不要只算势能差。恰好逃逸的末态在无穷远且速率趋于零；已有初动能需扣掉。|逃逸速度不等于圆轨道速度；轨道高度先加天体半径。|m24_42:1(b)(iii)|末态能量为0，需补ΔE=GMm/r−½mv²（C1）。分别代M=8.8×10²⁵、m=1200、r=8.3×10⁷、v=8400（C1），得约4.3×10¹⁰ J（A1）。|The energy supplied equals the increase in total mechanical energy, including both kinetic and gravitational potential energy.
G05|卫星圆轨道与线性图|T²与r³；高度与半径；图线求天体参数|用GMm/r²=4π²mr/T²，得到r³=GMT²/(4π²)。题给h时r=R+h；线性化必须识别实际横纵轴及指数。|用mgh处理大范围轨道变化，或把T²和T的斜率混淆。|m24_42:1(b)(ii)|先令引力等于向心合力并关联周期（C1）；将0.72天换成秒代入r³公式（C1），得到r=8.3×10⁷ m（A1）。测试卫星质量约去。|Gravity provides the centripetal force required for the circular orbit.
G06|同步轨道与自转参照系|同步周期；赤道平面；同向绕行|要固定在地面同一点上方，必须圆轨道、赤道平面、同自转方向且周期等于自转周期。地球按考纲用24 h；其他行星用题给值。|周期相同但轨道平面不同，仍不会固定在同一点上方。|s25_41:1(c)(ii)|除题中已给的周期条件，还须指出轨道位于赤道平面，或与火星自转同向；本小问任一条得B1。整理完整条件时不能因此只记一条。|The orbit is in the equatorial plane and in the same direction as the planet’s rotation.
T01|热平衡绝对温标与换算|无净热传递；K与摄氏；绝对零度|热平衡判据是同温，接触时没有净热传递。T=θ+273.15用于绝对温度；温差的K与°C数值相同。热力学温标不依赖特定物质性质。|同温不是内能相同；气体方程绝不能代摄氏温度。|s23_41:3(a)|热平衡意味着两者之间没有净热能传递（B1）。“净”允许微观能量交换在两个方向都发生，但平均不改变任何一方能量。|There is no net transfer of thermal energy between bodies in thermal equilibrium.
T02|测温性质标定与仪器选择|单值与线性；标定插值；响应慢；扰动被测物|先判断物理性质是否随温度改变且能唯一识别温度。线性关系易标定；非线性并非绝对不能测温。响应时间和热容量决定是否适合快速或小物体测温。|把摄氏刻度和某种温度计性质画等号；忽略温度计吸热。|s23_41:3(b)(i)|该密度测温关系的优点可写随温度线性变化，或每个温度有唯一密度值；本问任选一点得B1。若反向寻找温度会有两个解，则无法唯一读温度。|Each temperature corresponds to a unique value of the thermometric property.
T03|比热容热平衡与混合|定义；mcΔT；冷热混合；容器吸热|先列热量去向：热物失热=冷物吸热+容器吸热+环境损失。先求供热Q而非直接把ΔU当Q，再用c=Q/(mΔT)。|固液质量单位与c单位必须匹配；混合末温只有一个。|m24_42:2(b)(iii)|用c=Q/(mΔT)（C1），Q=960 J、m=0.016 kg、ΔT=416−293 K，得c=490 J kg⁻¹ K⁻¹（A1）。这里先前已求出末温。|Specific heat capacity is the thermal energy required per unit mass per unit rise in temperature.
T04|潜热与分阶段热量守恒|熔化；汽化；冰水混合；潜热差异|有相变的平台用Q=mL；相变前后升降温另用mcΔT。常温不变不等于内能不变；汽化需增大分子间势能并可能对外做功。|把熔化的冰直接按原水温差加热；漏掉融水升温。|s25_41:3(c)|热水失热为208×4.18×(26.4−10.3) J；冰吸热为37L+37×4.18×10.3 J。公式选择C1、温差C1、守恒方程C1，解得L=335 J g⁻¹（A1）。|During a change of state, thermal energy changes the molecular potential energy while the temperature remains constant.
T05|电加热曲线与热量修正|Pt；斜率求c；容器修正；热损失|由加热时长求输入Pt，再扣掉容器或环境吸收的能量。温度曲线斜率反映净功率/(总热容量)，平台要结合相变温度解释。|输入电能不是液体吸收的全部热量。|s23_41:3(c)(ii)|先Pt=810×21 J（C1）；用c=Q/(mΔθ)（C1）；扣容器吸热42×0.84×(80−25)≈1940 J（C1）。把剩余热量分给题定液体质量与55°C温升，c≈2.3 J g⁻¹ K⁻¹（A1）。|Some of the electrical energy heats the container, so it must be subtracted when calculating the energy gained by the liquid.
K01|理想气体状态方程|定义；pV=nRT；定量气体两状态；符号式|先确认气体数量是否固定。固定n时pV/T恒定；压力恒定才有V/T恒定，温度恒定才有pV恒定。所有绝对温度用K。|不同容器不能默认n相同；绝对压力不是压强差。|m24_42:2(b)(ii)|恒压且气量固定，所以V/T恒定（C1）。1.24/293=(1.24+0.520)/T，得T=416 K（A1）。体积使用同一种单位即可相约。|For a fixed amount of ideal gas at constant pressure, volume is proportional to thermodynamic temperature.
K02|摩尔分子数与分子尺度|N=nNₐ；单分子质量；数密度；平均间距|区分总质量M和单分子质量m，N=M/m=nNₐ。平均间距估算把每个分子平均占有体积V/N视为小立方体，边长约(V/N)^(1/3)。|把摩尔质量kg mol⁻¹直接当单分子质量kg。|s23_42:2(b)(i)|写pV=NkT（C1），T=227+273=500 K，将p=1.37×10⁵ Pa、V=0.640 m³代入（C1），得N=1.27×10²⁵（A1）。N是计数，没有mol单位。|The number of molecules is the amount of substance multiplied by the Avogadro constant.
K03|气体微观模型与压强解释|模型假设；碰壁动量；高压偏离；图中辨识|解释必须贯通碰壁→动量改变→墙对分子施力→分子对墙反作用力→单位面积上的平均力。高压下分子体积或相互作用可能不再可忽略。|“碰撞产生压力”通常不足；无作用力假设不能忽略碰撞期间作用力。|w24_42:4(b)|可依次写分子撞壁；动量改变；因此墙对分子施力；分子给墙等大反向力；许多分子的力分布在壁面积上形成压强。MS这组中任三点各B1，优先写连贯链条。|Collisions change molecular momentum. The wall exerts a force on the molecules, which exert an equal and opposite force on the wall.
K04|平均动能均方根速率与图像|联立两种pV式；√T曲线；质量比较；速度分布|由½m⟨c²⟩=3kT/2求cᵣₘₛ=√(3kT/m)。同温平均平动动能相同，但不同质量速率不同。rms是平方平均后开根，不是所有分子都有该速度。|把√⟨c²⟩当⟨c⟩；把T加倍误判速率也加倍。|s23_42:2(b)(iii)|平均动能关系C1；代单分子m=3.34×10⁻²⁷ kg和T=500 K（C1），得cᵣₘₛ=√(3×1.38×10⁻²³×500/m)=2490 m s⁻¹（A1）。|At the same temperature, molecules have the same mean translational kinetic energy; the root-mean-square speed depends on molecular mass.
H01|内能的微观构成与状态变化|定义；理想气体；固体加热；汽化|逐项判断微观动能和微观势能。升温通常提高随机运动动能；相变可在同温下增加势能。理想气体无分子间势能，在本考纲模型中U=3NkT/2。|内能不包括整个物体有序平移的动能。|m24_42:2(a)|理想气体内能是分子随机运动的总动能（M1），加上总分子势能，但理想气体模型中后者为零（A1）。不是“分子没有能量”，而是忽略相互作用势能。|Internal energy is the sum of the kinetic and potential energies associated with the random microscopic motion and arrangement of the particles.
H02|第一定律功的符号与热容量|ΔU=Q+W_on；恒压功；等容与绝热|先规定Q入系统为正、W_on外界对系统做功为正。膨胀W_on=−pΔV；压缩为正；等容功为零；绝热Q=0。题若问气体对外做功，其符号相反。|一看到pΔV就填正数；温度升高不一定有吸热。|w23_41:2(b)(iii)|此前气体膨胀对外做功5000 J，因此W_on=−5000 J。列ΔU=Q+W_on（C1），7600=Q−5000，得Q=12600 J（A1）。供热既增加内能又用于对外做功。|The increase in internal energy equals the thermal energy supplied to the system plus the work done on it.
H03|热力学循环与表格|每段ΔU符号；pV图面积；闭合循环净热量|沿循环逐段记录温度/体积变化，再填Q、W、ΔU。完整循环回到同一状态，ΣΔU=0；pV图围成面积给净对外功，顺时针通常为正。|内能是状态量，功和热量不是；别将单段等温与整圈混淆。|w25_42:4(d)|BC和DA等容所以功为0（B1）；整圈内能变化为0（C1）。净对外功20XY−8XY=12XY，因此净输入热量为+12XY（A1）。|Over a complete cycle the internal energy is unchanged, so the net heat input equals the net work done by the gas.
S01|简谐判据与恢复加速度|定义；a-x负斜率；斜率求ω；接触临界|用相对平衡位置x，检查a∝−x。a-x是过原点负斜率直线，斜率=−ω²。若给绝对高度h，先求x=h−h_eq。|“加速度指向中心”不够，还必须与位移成正比。|s24_42:4(a)|过原点直线说明加速度与位移成正比（B1）；负斜率说明方向总与位移相反（B1）。这两个证据一起确认SHM。|Acceleration is proportional to displacement from equilibrium and is always directed towards the equilibrium position.
S02|简谐运动图像相位与运动量|x-t与v-t；振幅；速度椭圆；偏置高度|从最大最小值先取中点和半差，再定周期、相位。x取sin时v取cos，a与x反相。v-x关系同时有正负两支，整圈是闭合椭圆。|单程幅度不等于来回路程；v-x不是抛物线。|s25_42:5(b)(ii)|最大速度发生于平衡位置，v₀=ωx₀（C1）。题给v₀=0.56 m s⁻¹、ω=16 rad s⁻¹，x₀=0.56/16=0.035 m（A1）。作图若横轴cm须转为3.5 cm。|The speed is maximum at equilibrium and is zero at the extreme displacements.
S03|简谐能量与位移图|总能量；K-x倒抛物线；U-x正抛物线；恒能比较|总能量E=½mω²x₀²，势能以平衡点为零时U=½mω²x²，K=E−U。图像先标±x₀、E和原点，再画形状。|这是振动系统的总恢复势能，不能只拿重力势能mgh代替。|m24_42:3(a)|使用E=½mω²x₀²（C1）；每周期总路程14 mm=4x₀，故x₀=3.5 mm，m=24 g（C1）；代E=2.2×10⁻⁴ J得ω=39 rad s⁻¹（A1）。|Kinetic and potential energy are exchanged while the total oscillation energy remains constant in the absence of damping.
S04|阻尼类型与返回平衡图|轻阻尼；临界阻尼；重阻尼；能量损耗|轻阻尼仍来回振动且幅度衰减；临界阻尼不振荡且最快返回；重阻尼也不振荡但更慢。以题给初位置初速度确定起点与切线。|非振荡不代表直线返回；不能在临界/重阻尼图越过平衡点来回摆。|s24_41:4(b)(ii)|阻尼机制需写振动系统失去能量（B1），原因是阻力作用（B1）。仅说“振幅减小”描述了现象，没有解释能量流向。|Resistive forces transfer energy out of the oscillating system, reducing the amplitude.
S05|受迫振动与共振|自然频率；驱动频率；振幅频率峰|先区别自由振动频率和外部驱动频率。考纲模型中驱动频率等于自然频率时振幅最大；幅频图横轴不是时间。|共振不是“频率最大”；峰的位置和峰的高度是不同信息。|s22_42:4(a)|共振定义包含最大振幅（B1），以及驱动频率等于系统自然频率（B1）。按考纲的表述答题，不自行把“振动最快”当判据。|Resonance occurs when the driving frequency equals the natural frequency, giving a maximum amplitude of oscillation.
E01|电场定义场线与导体|正试探电荷；平行板；球外径向；导体内部|先用正试探电荷定义场方向。正电荷向外、负电荷向内；匀强场平行等距。静电平衡导体内部E=0，表面场线垂直。|电子的受力与场向相反；不要在场线交叉处给出两个方向。|s23_41:1(a)(ii)|电场强度为单位正电荷所受的力，准确包含positive即B1。精确关系是矢量F=qE，q为负时受力反向。|Electric field strength is the force per unit positive charge.
E02|库仑定律与点电荷|定义；求力或电荷；电荷量倍数|用两个电荷之间距离，F=kₑ|Qq|/r²求大小，异号吸引同号排斥另判断方向。球形导体外部可以球心点电荷等效。|e是元电荷大小，不是任何粒子的实际电荷量。|s22_42:2(a)|力与两点电荷电荷量之积成正比（B1），与分离距离平方成反比（B1）。定律的适用对象和距离必须说清。|The force between two point charges is proportional to the product of their charges and inversely proportional to the square of their separation.
E03|场强叠加比例与零场|两个电荷；场势辨析；g和E消元|E是矢量，先判断两个场向，再相加或相减；反平方关系决定强弱。与引力联立时可消去相同r²，但测试质量/电荷各有定义。|V=0不推出E=0；位于两异号电荷中间时两场常同向。|s23_41:1(b)(i)|分别写g=GM/r²（M1）及E=Q/(4πε₀r²)（M1）；两式相除消去r²，M/Q=(g/E)/(4πGε₀)（A1）。消去半径来自相同的反平方模型。|Fields must be added as vectors, whereas electric potentials are added algebraically as scalars.
E04|电势与负梯度图像|定义；点电荷势；导体球；叠加；斜率|V=kₑQ/r有符号；总V直接代数相加。E=−dV/dx表示场指向电势降低方向。导体内势恒定但一般不为零；球半径可从图中平台边界读出。|把负电荷的运动方向直接当电场方向；将势的高度当场强。|w24_41:5(a)|电场等于电势梯度（M1），还必须指出负号（A1），即E=−dV/dx。在给定坐标方向上，势曲线下降得越陡，该方向场强越大。|The electric field is equal to the negative potential gradient.
E05|电势能释放与平衡|U=qV；能量转动能；势能极小；粒子释放|先计算U而非直接看V高低：负电荷会翻转关系。由静止释放用ΔK=−ΔU；两物体都动还需动量守恒。平衡看合力，稳定性看微扰。|电势极小不总是负电荷势能极小。|s24_42:5(c)|质子仍静止（M1），因为此处其势能已为极小值，或两电力等大反向、合场为零（A1）。这是正电荷的情况，不可直接推广到电子。|The proton remains at rest because the resultant electric force is zero.
E06|匀强电场平衡与偏转|E=V/d；mg=qE；加速；板内曲线板外直线|先定场向和粒子受力向，再用a=qE/m。垂直入射的初速度方向匀速、场方向匀加速；离开场后若无其他力则沿出口切线直线运动。|离场后不再继续弯曲；电场可改变速率，不同于纯垂直磁场。|s22_41:2(b)|竖直方向平衡mg=Eq（C1）。代m=1.6×10⁻¹⁰ kg、q=0.27×10⁻⁹ C，E=mg/q=5.8 N C⁻¹（A1）。重力与电力相抵不排除水平方向圆周运动。|For vertical equilibrium, the electric force is equal and opposite to the weight.
D01|电容定义与电荷电势关系|平行板；孤立球；Q-V斜率|C=Q/V表示存储电荷能力。平行板Q为一块板的电荷量大小，V为板间电势差；孤立球V相对无穷远。|两块板+Q和−Q不是把电容公式的Q改为2Q或0。|s22_42:5(a)|给出电荷量除以电势差（M1）；限定电荷是一块板上的电荷、电势差是两板间的值（A1）。电容单位F=C V⁻¹。|Capacitance is the charge on one plate divided by the potential difference between the plates.
D02|电容网络与公式推导|串联同Q；并联同V；混联|先标电路节点，确认两端是否相同。串联电压相加且Q相等，故倒数相加；并联Q相加且V相同，故电容相加。|不能套电阻的串并联规律；画得挨着不代表并联。|m24_42:4(a)|先将并联部分相加为30 μF（C1），再与45 μF串联：C_eq=(1/45+1/30)⁻¹=18 μF（A1）。结果小于串联两者中的较小者，可用于自检。|Capacitors in parallel have the same potential difference; capacitors in series carry equal charge magnitudes.
D03|电容储能与图下面积|½QV；½CV²；Q²/2C；固定V或Q比较|充电过程中电势差逐渐增加，因此能量是V-Q图下面积而非QV。变化问题先问电池是否仍连接：固定V和固定Q下C对能量的影响相反。|比较能量必须说明控制条件；不要漏1/2。|m24_42:4(b)|用E=½CV²（C1）。同一45 μF电容电压由9.6变8.0 V，能量减少½×45×10⁻⁶×(9.6²−8.0²)=6.3×10⁻⁴ J（A1）。|The stored energy is the area under the potential difference against charge graph.
D04|断开电源后的电荷重新分配|同电势终态；总电荷守恒；能量损失|先按连接极性带符号统计可转移的净电荷，再令连接后的共同电势为V_f。能量通常减少，转成内能等；不能同时强加电能守恒。|若电源仍连接，总电荷不一定守恒；必须读开关顺序。|s23_42:5(b)(i)|电荷从一个电容转移到另一个（B1），原因是两者初始电势差不同，直到电势差相等才停止（B1）。这给后问用共同V_f的依据。|Charge flows because the potential differences are unequal and stops flowing when they become equal.
D05|电容指数放电与原因|Q V I同指数；求时间；初始电流；物理解释|固定R、C且无电源补充时，V=Q/C、I=V/R、I=−dQ/dt联立成变化率正比于剩余量。计算取ln(x/x₀)=−t/(RC)。|指数衰减到零需无限时间；每个RC不是减少固定量。|s22_41:5(c)(iii)|允许跌幅10%，故末电压5.4 V；该放电段t=0.034 s（C1）。列5.4=6.0 exp[−0.034/(1200C)]（C1），C=2.7×10⁻⁴ F（A1）。|As the charge decreases, the voltage and current decrease, so the rate of loss of charge also decreases.
D06|时间常量与图像直线化|1/e点；半衰时间；初切线；两点法；ln图|τ=RC；t=τ时剩余x₀/e。两点都在同一次放电段可用τ=−Δt/ln(x₂/x₁)。lnx-t斜率=−1/τ；−ln(x/x₀)-t斜率=1/τ。|不同充放电周期的两点不能无条件相除。|m24_42:4(c)(ii)|同一次放电段读(5.0 ms,4.0 V)和(13.0 ms,3.2 V)（C1）；3.2=4.0 exp(−8.0/τ)（C1），τ=36 ms（A1）。指数中的两个时间须同单位。|The time constant is the time for the charge, voltage or current to fall to one over e of its initial value.
B01|磁场来源与场线图|直导线；线圈；螺线管；地磁场|磁场源为运动电荷或永久磁体。用右手握线判断方向；导线周围是同心圆，越远越弱。螺线管内近似匀强，外部类似条形磁铁。|线距反映强弱而不是粒子轨迹；磁极与地理极勿混。|m24_42:6(a)(i)|线圈内部指定区间磁通密度恒定且不为零，所以B对位置图应为非零水平线，得B1。水平是数值不随位置变，并非场线必须横向。|Inside a long solenoid, away from its ends, the magnetic field is approximately uniform.
B02|通电导线受力与相互作用|F=BILsinθ；定义B；天平读数；导线吸斥|先找外部磁场及电流方向，左手定受力，再代垂直有效长度。两导线各处在另一根导线产生的场中，同向电流吸引，反向排斥，力满足第三定律。|同一根线不把自身磁场代入自身整体受力公式。|m24_42:6(b)|弹簧电流产生磁场（B1）；相邻匝电流与彼此磁场相互作用产生力（B1）；同向电流使匝间吸引，间距变小（B1）。|Each turn carries current in the magnetic field of adjacent turns. The attractive forces reduce the separation of the turns.
B03|运动电荷磁力大小与方向|正负电荷；F=Bqvsinθ；垂直条件|磁力方向同时垂直v与B。先按正电荷定方向，再为负电荷反向。磁力总与速度垂直，因此单独作用时不做功。|不能将电子运动方向当传统电流方向。|s25_41:7(b)(i)|在本题v与B垂直，磁力大小F=BQv，写出关系得B1。若不垂直，需要sinθ；θ是v与B之间的夹角。|The magnetic force is perpendicular to both the velocity and the magnetic field.
B04|磁场圆轨道与周期|r=mv/qB；直径出口；双倍速率；周期独立r|以B|q|v=mv²/r联立圆周运动。半径随动量变，周期T=2πm/(|q|B)在非相对论模型下与速率无关。|出口间距可能是2r而非r；电荷符号决定弯向但半径用大小。|m24_42:5(b)(i)|令磁力等于向心合力（M1），写v=2πr/T（M1），消去v与r得到B=2πm/(qT)（A1）。本式q取电荷量大小。|A stronger magnetic field gives a smaller orbit radius for the same particle momentum.
B05|速度选择器|交叉电磁场；不偏转条件；更快更慢粒子|先确保两力方向相反，再令|q|E=|q|vB得到v=E/B。它选速度而非电荷或质量；改变电荷符号同时翻转两力。|有E和B不自动等于选择器，必须验证方向。|m24_42:5(b)(iv)|平衡条件qE=Bqv（C1）。E=Bv=0.052×1.1×10⁶=5.7×10⁴ N C⁻¹（A1）。选出的速度由场比决定。|The electric and magnetic forces are equal in magnitude and opposite in direction for the selected speed.
B06|霍尔电压与探头|电荷分离；横向平衡；厚度与载流子密度|运动载流子被磁力偏向一边，累积电荷建立横向电场，直到qE=qvB。结合I=nAqv得V_H=BI/(ntq)，t要按图取厚度。|霍尔电压跨哪两面由磁力方向决定，不是沿电流方向。|w23_42:7(a)(i)|直接用V_H=BI/(ntq)，代B=4.0×10⁻⁶、I=5.4、n=1.5×10¹⁶、t=1.8×10⁻³、q=1.60×10⁻¹⁹，得5.0 V（A1）。|Charge separation creates an electric field until the electric force balances the magnetic force.
I01|磁通与磁通链|Φ=BA；垂直有效面积；NΦ；位置图|Φ是穿过单匝的磁场量，NΦ才是N匝磁通链。面积取垂直于磁场的投影；有角度时看角是相对法线还是平面。|题目已给NΦ时不能再乘N；半径须平方。|m24_42:6(a)(iii)|磁通链用NBA（C1）。代0.080×0.71×10⁻⁴×64，得3.6×10⁻⁴ Wb（A1）；题目符号可能把磁通链也写Φ，须根据定义判断。|Magnetic flux linkage is the number of turns multiplied by the flux through each turn.
I02|法拉第定律与感应电动势大小|变化率；切线；运动导体；扫过面积|先确定变化的是B、A、角度还是NΦ。平均值用Δ(NΦ)/Δt，瞬时值用切线斜率。运动导体可由扫过面积速率推出Blv。|磁通大不保证emf大；磁通恒定时emf为零。|s22_41:6(b)(iii)|emf等于磁通链变化率（C1）。变化0.046 Wb、用时0.60 s，大小为0.046/0.60=0.077 V（A1）。|The induced e.m.f. is proportional to the rate of change of magnetic flux linkage.
I03|楞次定律方向与能量链|阻碍变化；线圈收缩；跳环；制动；极性|依次判断原磁通变化→感应磁场要阻碍该变化→所需电流→力或电势高低。磁阻力做负功时机械能转为电能/内能。|阻碍的是“变化”，不是永远反对原磁场；磁通减小时感应场可同向。|w24_42:1(b)(i)|指出感应emf的方向（M1），说明它所产生的效应阻碍导致感应的变化（A1）。只背“方向相反”没有说反对什么。|The induced e.m.f. is in a direction such that its effects oppose the change that produces it.
I04|磁通图与感应电压图|分段直线；正弦相位；零点与极值|把图当斜率读：水平段emf零；恒斜率段emf常数；磁通极值处emf零；磁通变化最快处emf极值。正負遵守统一线圈方向约定。|电压图不是复制磁通图；磁通峰对应电压零。|m24_42:6(a)(iv)|0到t时emf为零，t后非零（B1）；t到4t间各段大小恒定（B1）；t到2t与2t到4t符号相反（B1）。这来自磁通图各段斜率，不是直接读纵轴。|The induced e.m.f. depends on the gradient of the flux linkage graph, not on its vertical value.
A01|交流表达式与波形参数|峰值；周期；sin或cos；初相位|从V=V₀sinωt或cosωt识别峰值V₀及角频率ω，T=2π/ω。初时值和初斜率决定相位；时间轴ms先换算。|ω不是f；完整一个周期不是两个相邻过零点间隔。|w25_42:7(a)(i)|给定角频率40π rad s⁻¹，T=2π/(40π)=0.050 s（A1），即50 ms。对应频率20 Hz。|The period is the time for one complete cycle of the alternating signal.
A02|有效值平均功率与非正弦波|正弦√2；半波1/4峰功率；分段平方平均|有效值由相同电阻中的平均热功率定义。正弦可用V₀/√2；一般波形先平均V²再开根。P=V²/R恒非负，正弦P频率为电压的两倍。|半波整流不能仍套V₀/√2；平均电压不等于有效电压。|w23_41:7(c)(ii)|前问平均功率为(5/2)I₀²R。令平均功率=I_rms²R（C1），得I_rms=√(5/2)I₀（A1）。这是两档幅值方波，不能套正弦结果。|The r.m.s. current produces the same mean power in a resistor as an equivalent steady direct current.
